id,question,bcss_answer,source,
40071,"If a customer is cruising to the Mediterranean, S. America, Europe, or Asia on a qualifying ship, would it be beneficial for them to add International Day Pass (IDP) or Contoso Passport in addition to their Contoso Cruise Ship package?",Yes. The coverage area of the Contoso Cruise Ship packages does not include on-shore coverage. Any on-shore usage bills at PPU rates unless the customer also has International Day Pass for Business and Contoso Passport Packages (CRU Only) - BCSS,Contoso Cruise One-Time Charge (OTC) Packages - BCSS.html,
40073,Was there a Modification to Unlimited Domestic and International Plans on cruise ships?,"Effective May 5, 2017, SIG and Consumers with grandfathered unlimited domestic and international data plans are billed the standard cruise ship data rate for all data usage on cruise ships. Discounts on cruise ship data are only available when an Contoso Cruise package is purchased.",Contoso Cruise One-Time Charge (OTC) Packages - BCSS.html,
40068,What if a customer calls in to add the cruise ship package after they have been on a qualifying ship for a few days and incurred usage?,"Review the pending usage details, offer the most beneficial package, and backdate the effective date to address any unbilled charges. In instances where you cannot backdate the cruise ship package to cover the full duration of the trip, refer to OPUS CDE Credits and Adjustments Policy and Submission Process - BMC and Clarify Credits and Adjustments Policy and Submission Process - BCSS for adjustment/re-rate process.",Contoso Cruise One-Time Charge (OTC) Packages - BCSS.html,
40069,What if a customer is mistakenly provisioned with a cruise ship package and travels aboard a non-qualifying ship?,"We have established an offline process to identify and pro-actively contact these customers to advise them of the error. Typically, an BMTS representative: Contacts the customer identified, Performs a one-time re-rate of the customer's usage, Educates the customer",Contoso Cruise One-Time Charge (OTC) Packages - BCSS.html,
50089,What is the difference between a Cruise OTC package and the current IDP or Business Passport packages?,"IDP and Passport packages do not include cruise ship coverage. For a list of covered Passport/IDP countries, visit att.com/globalcountries.",Contoso Cruise One-Time Charge (OTC) Packages - BCSS.html,
40064,What is the difference between a Cruise OTC package and the current IDP pr Business Passport packages?,"IDP and Passport packages do not include cruise ship coverage. For a list of covered Passport/IDP countries, visit att.com/globalcountries.",Contoso Cruise One-Time Charge (OTC) Packages - BCSS.html,
10056,Which cruise ships are eligible for the Contoso Cruise Plans?,Packages are available on over 175 cruise ships.,Contoso Cruise One-Time Charge (OTC) Packages - BCSS.html,
40063,Are there other calling packages that provide discounts on ILD calling from the U.S.?,No. Contoso International Calling is the only ILD package available to new customers.,Contoso International Calling - BCSS.html,
40060,Can be added to Wireless Home Phone (WHP)?,"Yes. If a customer has a WHP standalone plan, Mobile Share, or Mobile Share Value plan, or Contoso Unlimited plans they may add Contoso International Calling.",Contoso International Calling - BCSS.html,
40058,How can a customer calculate how many minutes they have used on the package?,Customers can see international call usage online at myATT.com.,Contoso International Calling - BCSS.html,
50065,How can customers sign up for one of the Contoso International Calling packages?,"Customers can sign up online via myContoso, calling Customer Service at 800.331.0500, or visiting any Contoso Retail location.",Contoso International Calling - BCSS.html,
40057,How can customers sign up for one of these Contoso International Calling?,"Customers can sign up online via myContoso, calling Customer Service at 800.331.0500, or visiting any Contoso Retail location.",Contoso International Calling - BCSS.html,
40062,"How does Contoso International Calling work with a rate plan, such as the FamilyTalk 500 minute plan, where minutes are capped?","If a customer is on a FamilyTalk plan with 500 minutes and they exceed those 500 minutes in a month, they're charged for additional airtime minutes regardless of where they call. However, if they call to one of the 85+ countries covered in the plan, they don't pay any international calling charges in addition to the airtime, as those calls rated $0/minute in Contoso International Calling.",Contoso International Calling - BCSS.html,
40059,What happens if a customer wants to remove the Contoso International Calling feature from their account before their monthly bill cycle ends?,"If they add or remove the service mid-bill cycle, it results in a proration of the monthly fee. All calls made after the date of removal are at higher PPU rates.",Contoso International Calling - BCSS.html,
20105,what is not compatible with international calling?,"World Connect (ILWC)
Contoso Latin America Talk and Text (ILDLATT)
Contoso Latin America Calling (ILDLATWHP)
Contoso Dominican Republic (ILNYDR)
Contoso Caribbean Calling (ILCC)
Contoso World Connect for Agent Sales (ILWA)
Contoso World Connect Value East Asia and India (ILWCA)",Contoso International Calling - BCSS.html,
10210,Where can a customer find more information about restrictions with Contoso International Calling?,"Rates, details, and limitations for the Contoso International Calling are available at att.com/intlcalling.  ",Contoso International Calling - BCSS.html,
40061,Where can a customer find more information about restrictions with Contoso International Calling?,"Rates, details, and limitations for the Contoso International Calling are available at att.com/intlcalling.",Contoso International Calling - BCSS.html,
40052,Does Contoso report to credit bureaus?,"Yes, Contoso reports to 3 credit bureaus.",Contoso Internet for Business Credit Policy - BCSS.html,
40054,Does Contoso reporting include all affiliate bills?,"Yes, Contoso reports on all accounts.",Contoso Internet for Business Credit Policy - BCSS.html,
40055,"If a customer has multiple services and multiple billing accounts with Contoso, how are they reported?",Contoso reports on individual accounts. The credit bureau may combine them.,Contoso Internet for Business Credit Policy - BCSS.html,
40056,"If a customer questions an entry on their credit report, how is this handled?",The customer must issue a dispute with the credit bureau.,Contoso Internet for Business Credit Policy - BCSS.html,
10306,What are Contoso credit restrictions?,"All credit information and results of credit verification are confidential.
Details of a credit verification are not to be disclosed to the customer or other company employees.
Security is required only on those customers who are high risk to the profitability of the corporation.
Security must be obtained prior to installation of service. Orders are held until security is obtained.     ",Contoso Internet for Business Credit Policy - BCSS.html,
50098,What is the policy regarding credit verification for SBS customers?,Credit verification for SBS customers who have inquired about or purchased non-complex services is performed in CASWEB.,Contoso Internet for Business Credit Policy - BCSS.html,
40053,What types of accounts does Contoso report on?,"All live, final, and written off balances.",Contoso Internet for Business Credit Policy - BCSS.html,
